Date,Close,High,Low,Open,Volume
2020-01-02,101.91885375976562,102.29516073824122,101.42965588896988,101.60275205393407,3293436
2020-01-03,101.10604095458984,101.4973992760939,100.51899746622077,100.52652312577948,2482890
2020-01-06,100.9254150390625,101.03077427489497,100.24805761694911,100.41363414262631,2537073
2020-01-07,100.9931411743164,101.57265902109562,100.39858402017946,100.61684016637493,3232977
2020-01-08,101.83606719970703,102.25000848659135,100.78993450285648,101.23397842656415,4545916
2020-01-09,102.91230010986328,102.94993441111887,101.83606480153404,102.1596861581019,3902208
2020-01-10,102.87467956542969,103.76276751068988,102.58869247187405,103.10799304485387,3405148
2020-01-13,102.80693054199219,102.83704519082114,101.65543862466352,101.96400866818885,3693426
2020-01-14,102.21990203857422,103.21336120680115,102.0167032176015,102.56610641426909,3850326
2020-01-15,102.8219985961914,103.90575362483723,102.13710952698057,102.355371670722,4232011
2020-01-16,103.84555053710938,104.00359539598213,103.11551950776123,103.34882096318624,4519661
2020-01-17,104.09390258789062,104.1089539053595,102.47578385607683,102.76177090021015,5881972
2020-01-21,104.74115753173828,104.87663141703493,103.55955089270861,103.7176077629634,7577329
2020-01-22,108.2934799194336,109.72345127582186,107.28498151804139,107.86449932352004,17228038
2020-01-23,107.52584075927734,108.68486451021552,106.98395718502826,108.52680762675097,5918059
2020-01-24,105.78730010986328,108.31607813429919,105.71204350672392,107.91720011931979,5836889
2020-01-27,104.32720947265625,105.41850812570141,103.93585117354222,104.23690156311852,4358264
2020-01-28,105.02713775634766,105.71954644465552,104.42504898975288,104.98951546684034,3610374
2020-01-29,103.62728118896484,105.04972085666996,103.55954425066099,104.74115081390539,3194275
2020-01-30,102.93490600585938,103.08541921993506,101.58020299358378,102.9273743390417,5290563
2020-01-31,108.17305755615234,108.41389063825551,105.96036982994914,107.54838586336915,19868352
2020-02-03,110.084716796875,110.84485049252085,108.30102127749362,108.56443739335674,9295488
2020-02-04,112.22212219238281,112.42532099094821,110.5437981359888,111.22114348084017,5879566
2020-02-05,117.65601348876953,118.4914158976561,113.00486679272247,113.05002075779602,15048593
2020-02-06,117.9796142578125,119.47732260768001,116.97111582001493,118.02478022720264,8786923
2020-02-07,116.66398620605469,118.28379304547921,116.29134797553779,117.53091841069525,6718876
2020-02-10,117.43968963623047,117.44728781141282,115.2723405096137,116.32939718446377,5480831
2020-02-11,116.71724700927734,118.04045832780969,116.14688621170309,117.96441588570795,4011515
2020-02-12,118.10890197753906,118.32944326497254,116.7476633762367,116.92256706098719,4641939
2020-02-13,117.3484115600586,117.7438564734396,116.66399327351077,117.39404915595524,3996452
2020-02-14,114.60310363769531,117.53852320016207,113.89586662926916,117.4320516713999,6379763
2020-02-18,114.90728759765625,115.12021852147681,113.79700752437564,113.91107722864889,3496778
2020-02-19,114.72480010986328,115.50809187340992,114.30654847692477,115.24192512281621,2858613
2020-02-20,114.99856567382812,115.30274754576048,113.69816116502604,114.68677348970942,3013003
2020-02-21,113.9491195678711,114.86168955751756,113.18864659944242,114.86168955751756,3699597
2020-02-24,111.35591888427734,112.58789152021102,110.55743068893219,110.65629194134283,5703210
2020-02-25,107.76648712158203,111.84261690716917,107.424277925796,111.41675495628073,6497229
2020-02-26,106.27593994140625,109.55358104174476,106.16187022902774,108.67142817667155,5656663
2020-02-27,101.22642517089844,105.46986049802223,101.1503827282713,104.36717832279636,8808471
2020-02-28,98.97541809082031,99.69026552129995,96.09323384518261,98.84613988414677,13607832
2020-03-02,102.13138580322266,102.23785736154686,97.30239327900932,99.43171520654838,8923844
2020-03-03,98.02482604980469,103.50021469450378,97.18830471575828,102.2682545252574,8259321
2020-03-04,102.07052612304688,102.1161515775463,98.10086275961862,100.06288474849741,5226234
2020-03-05,98.5191421508789,100.6028323507799,97.68262073216887,99.24158777748733,5696725
2020-03-06,97.13508605957031,97.59137105569283,94.6939719507676,96.35180035637758,8570192
2020-03-09,89.59121704101562,93.08938818364084,89.18816171592695,91.37832383694473,11252345
2020-03-10,94.88408660888672,94.96773936075147,88.03223195701925,93.37075103789888,11935592
2020-03-11,89.7128677368164,93.21864221417432,88.5037142131397,92.02470324522488,8835039
2020-03-12,78.18412017822266,83.49982025724567,77.78107099081566,83.3857505340514,13088284
2020-03-13,82.09294128417969,83.01311541884662,76.66317167179737,82.64808746232323,13077197
2020-03-16,75.34756469726562,81.68229439499684,72.24483895652708,74.52625172945426,11054128
2020-03-17,81.10432434082031,81.67467897320203,73.84181718485378,76.51107637889393,9684182
2020-03-18,78.74687957763672,81.31727200463175,75.59091784314795,75.5985220876373,9176035
2020-03-19,76.30577850341797,78.85335863522995,74.7087837157884,77.8191144496111,8782739
2020-03-20,72.54141998291016,76.80006347425845,72.02429499944402,76.7468276996432,11031639
2020-03-23,72.0699234008789,74.32852325992938,68.86833667770674,71.9406451950409,10176952
2020-03-24,80.21458435058594,80.6404462883991,75.48444722665263,76.03959344966836,8340699
2020-03-25,80.49595642089844,85.53788555609007,78.19932917935324,80.21458119846099,9052084
2020-03-26,85.84967041015625,86.04739286643492,80.28301859342902,81.30204784691776,7482561
2020-03-27,82.15379333496094,84.79263002531337,81.86481383851756,82.57205105626593,6718458
2020-03-30,85.88008880615234,86.28313796841613,81.98647356021337,82.19940450607015,5820467
2020-03-31,84.3591537475586,86.54930940851058,83.78119482364605,85.17285635964325,6635092
2020-04-01,79.95601654052734,83.59107553386457,79.48452310134928,80.88379493194701,6394093
2020-04-02,83.65190887451172,83.89526287021765,79.9560159602514,80.13092569641042,6619820
2020-04-03,80.86858367919922,83.70514239189221,79.78870831768897,82.83059980349023,4747585
2020-04-06,87.3173828125,87.93336292780606,83.75076818689104,83.91807367579987,7357773
2020-04-07,87.40865325927734,90.9296368987821,87.35542354841063,90.34407366626623,5852684
2020-04-08,90.71669006347656,91.22620469402104,87.50749921211047,88.45048604239375,5395896
2020-04-09,92.39734649658203,93.47721588186234,91.38591530604371,91.62165900337037,5832705
2020-04-13,92.13116455078125,92.62547066427088,89.76609337980744,92.4961924711517,5355206
2020-04-14,94.2300796508789,95.195879321162,93.24907149269056,93.88787046652087,5322780
